image,class_id,similarity_individual,similarity_class,difference,individual_better
image_03174.jpg,11,0.13887,0.10164,0.03724,True
image_03175.jpg,11,0.13933,0.09292,0.04641,True
image_03178.jpg,11,0.12653,0.11916,0.00737,True
image_03179.jpg,11,0.12463,0.11336,0.01128,True
image_03180.jpg,11,0.13403,0.08708,0.04695,True
image_03181.jpg,11,0.11221,0.12159,-0.00938,False
image_03995.jpg,12,0.15335,0.13528,0.01807,True
image_03999.jpg,12,0.15519,0.13903,0.01616,True
image_04000.jpg,12,0.134,0.13544,-0.00144,False
image_04001.jpg,12,0.17882,0.14039,0.03843,True
image_04002.jpg,12,0.13639,0.1401,-0.00371,False
image_04003.jpg,12,0.16483,0.13189,0.03294,True
image_04004.jpg,12,0.14604,0.13517,0.01087,True
image_04005.jpg,12,0.19896,0.08764,0.11132,True
image_04006.jpg,12,0.14692,0.13729,0.00963,True
image_04007.jpg,12,0.15731,0.13856,0.01874,True
image_04008.jpg,12,0.10944,0.11627,-0.00682,False
image_04009.jpg,12,0.18092,0.14675,0.03417,True
image_04010.jpg,12,0.14883,0.13882,0.01002,True
image_04011.jpg,12,0.18555,0.1464,0.03915,True
image_04015.jpg,12,0.14837,0.1316,0.01676,True
image_04017.jpg,12,0.14986,0.13342,0.01644,True
image_04018.jpg,12,0.16034,0.13872,0.02162,True
image_04019.jpg,12,0.13086,0.13681,-0.00596,False
image_04020.jpg,12,0.18133,0.1476,0.03373,True
image_04021.jpg,12,0.1718,0.13323,0.03856,True
image_04022.jpg,12,0.12903,0.11236,0.01667,True
image_04024.jpg,12,0.16999,0.14812,0.02186,True
image_04025.jpg,12,0.15082,0.1292,0.02162,True
image_04026.jpg,12,0.16203,0.13122,0.03081,True
image_04027.jpg,12,0.16826,0.13557,0.03269,True
image_04028.jpg,12,0.12069,0.13936,-0.01867,False
image_04029.jpg,12,0.19718,0.10423,0.09294,True
image_04030.jpg,12,0.15003,0.13149,0.01854,True
image_04031.jpg,12,0.15471,0.13305,0.02166,True
image_04032.jpg,12,0.14263,0.12881,0.01382,True
image_04033.jpg,12,0.15485,0.16114,-0.00628,False
image_04034.jpg,12,0.17598,0.12964,0.04634,True
image_04035.jpg,12,0.15756,0.13631,0.02125,True
image_04036.jpg,12,0.13608,0.12803,0.00805,True
image_04037.jpg,12,0.16961,0.12618,0.04342,True
image_04038.jpg,12,0.13854,0.12762,0.01092,True
image_04039.jpg,12,0.14525,0.11619,0.02906,True
image_04040.jpg,12,0.16151,0.13468,0.02684,True
image_04041.jpg,12,0.14943,0.11573,0.03371,True
image_04042.jpg,12,0.12358,0.12915,-0.00556,False
image_04043.jpg,12,0.14021,0.14839,-0.00818,False
image_04044.jpg,12,0.16163,0.11448,0.04715,True
image_04045.jpg,12,0.11119,0.11748,-0.0063,False
image_04046.jpg,12,0.15733,0.1224,0.03492,True
image_04047.jpg,12,0.14892,0.14277,0.00615,True
image_04048.jpg,12,0.15984,0.14006,0.01977,True
image_04049.jpg,12,0.11679,0.13544,-0.01865,False
image_04050.jpg,12,0.15696,0.14055,0.01641,True
image_04051.jpg,12,0.16439,0.1441,0.02029,True
image_04053.jpg,12,0.12265,0.09355,0.02909,True
image_04054.jpg,12,0.14264,0.14993,-0.00729,False
image_04055.jpg,12,0.20256,0.14904,0.05352,True
image_04056.jpg,12,0.16134,0.13791,0.02343,True
image_04057.jpg,12,0.15849,0.14302,0.01547,True
image_04058.jpg,12,0.18269,0.1348,0.04789,True
image_04060.jpg,12,0.15803,0.15067,0.00736,True
image_04061.jpg,12,0.14201,0.12399,0.01802,True
image_04062.jpg,12,0.14851,0.13695,0.01157,True
image_04063.jpg,12,0.16575,0.13936,0.02639,True
image_04064.jpg,12,0.16554,0.13846,0.02707,True
image_04065.jpg,12,0.13414,0.13386,0.00028,True
image_04066.jpg,12,0.12381,0.12959,-0.00578,False
image_04067.jpg,12,0.1504,0.13119,0.01922,True
image_04068.jpg,12,0.1114,0.12309,-0.01169,False
image_04069.jpg,12,0.14541,0.15036,-0.00495,False
image_04070.jpg,12,0.13085,0.13139,-0.00054,False
image_04071.jpg,12,0.17787,0.13788,0.03999,True
image_04073.jpg,12,0.13797,0.14165,-0.00368,False
image_04074.jpg,12,0.18147,0.12745,0.05402,True
image_04075.jpg,12,0.13488,0.10546,0.02942,True
image_04076.jpg,12,0.16547,0.13909,0.02639,True
image_04078.jpg,12,0.17034,0.13606,0.03428,True
image_04079.jpg,12,0.13812,0.14325,-0.00513,False
image_05744.jpg,13,0.12453,0.10151,0.02302,True
image_05746.jpg,13,0.12748,0.13972,-0.01224,False
image_05747.jpg,13,0.12915,0.14335,-0.01419,False
image_05748.jpg,13,0.13154,0.1396,-0.00806,False
image_05750.jpg,13,0.0997,0.11237,-0.01266,False
image_05751.jpg,13,0.16664,0.09937,0.06727,True
image_05752.jpg,13,0.12776,0.13882,-0.01106,False
image_05753.jpg,13,0.13764,0.14208,-0.00445,False
image_05754.jpg,13,0.14952,0.13217,0.01735,True
image_05755.jpg,13,0.13739,0.15032,-0.01293,False
image_05756.jpg,13,0.13901,0.12984,0.00917,True
image_05757.jpg,13,0.12771,0.1381,-0.01039,False
image_05758.jpg,13,0.13369,0.1278,0.00589,True
image_05760.jpg,13,0.16837,0.13537,0.03299,True
image_05762.jpg,13,0.13191,0.1456,-0.0137,False
image_05764.jpg,13,0.14368,0.1306,0.01307,True
image_05765.jpg,13,0.1247,0.14006,-0.01536,False
image_05766.jpg,13,0.12368,0.12339,0.00029,True
image_05768.jpg,13,0.13239,0.13844,-0.00605,False
image_05770.jpg,13,0.10467,0.14063,-0.03596,False
image_05771.jpg,13,0.1269,0.13251,-0.0056,False
image_05773.jpg,13,0.13318,0.12842,0.00476,True
image_05774.jpg,13,0.13675,0.13213,0.00462,True
image_05776.jpg,13,0.13919,0.12944,0.00975,True
image_05777.jpg,13,0.14216,0.14469,-0.00253,False
image_05778.jpg,13,0.13122,0.1299,0.00132,True
image_05779.jpg,13,0.12792,0.13786,-0.00995,False
image_05780.jpg,13,0.13286,0.13766,-0.0048,False
image_05781.jpg,13,0.12708,0.13078,-0.0037,False
image_05782.jpg,13,0.15602,0.15993,-0.00391,False
image_05784.jpg,13,0.09281,0.12486,-0.03205,False
image_05785.jpg,13,0.12751,0.15606,-0.02855,False
image_05786.jpg,13,0.14728,0.13184,0.01545,True
image_05788.jpg,13,0.11363,0.13437,-0.02074,False
image_05789.jpg,13,0.14951,0.13742,0.01208,True
image_05790.jpg,13,0.13093,0.13761,-0.00667,False
image_05791.jpg,13,0.15699,0.1366,0.02039,True
image_05792.jpg,13,0.12986,0.12964,0.00022,True
image_06049.jpg,14,0.14906,0.13395,0.0151,True
image_06050.jpg,14,0.13071,0.11687,0.01384,True
image_06051.jpg,14,0.12059,0.12423,-0.00364,False
image_06053.jpg,14,0.1382,0.10167,0.03653,True
image_06054.jpg,14,0.12297,0.11541,0.00756,True
image_06055.jpg,14,0.13408,0.10438,0.0297,True
image_06056.jpg,14,0.09185,0.10001,-0.00816,False
image_06057.jpg,14,0.13737,0.10922,0.02814,True
image_06058.jpg,14,0.12424,0.10522,0.01902,True
image_06059.jpg,14,0.10656,0.12016,-0.0136,False
image_06060.jpg,14,0.10757,0.11176,-0.00419,False
image_06061.jpg,14,0.14129,0.11732,0.02397,True
image_06062.jpg,14,0.11461,0.1208,-0.00618,False
image_06063.jpg,14,0.13185,0.10248,0.02936,True
image_06064.jpg,14,0.12098,0.11163,0.00935,True
image_06065.jpg,14,0.12692,0.12555,0.00137,True
image_06066.jpg,14,0.16089,0.10489,0.056,True
image_06067.jpg,14,0.13867,0.12594,0.01273,True
image_06068.jpg,14,0.1138,0.12441,-0.01061,False
image_06069.jpg,14,0.12395,0.12267,0.00129,True
image_06070.jpg,14,0.13968,0.12034,0.01934,True
image_06071.jpg,14,0.15266,0.13738,0.01528,True
image_06072.jpg,14,0.13157,0.11155,0.02002,True
image_06073.jpg,14,0.12036,0.12348,-0.00312,False
image_06074.jpg,14,0.11452,0.11643,-0.0019,False
image_06075.jpg,14,0.12171,0.12976,-0.00805,False
image_06076.jpg,14,0.13322,0.13466,-0.00145,False
image_06077.jpg,14,0.11624,0.09747,0.01877,True
image_06078.jpg,14,0.14918,0.11736,0.03183,True
image_06079.jpg,14,0.12756,0.11737,0.01018,True
image_06080.jpg,14,0.14935,0.11167,0.03768,True
image_06081.jpg,14,0.10656,0.11835,-0.01179,False
image_06084.jpg,14,0.14466,0.0943,0.05036,True
image_06085.jpg,14,0.12515,0.11671,0.00844,True
image_06086.jpg,14,0.12758,0.10739,0.02019,True
image_06087.jpg,14,0.11069,0.12916,-0.01847,False
image_06088.jpg,14,0.12543,0.12328,0.00215,True
image_06089.jpg,14,0.12999,0.11777,0.01221,True
image_06090.jpg,14,0.15684,0.10813,0.04871,True
image_06092.jpg,14,0.14835,0.10944,0.03891,True
image_06093.jpg,14,0.12028,0.09728,0.023,True
image_06094.jpg,14,0.09054,0.0514,0.03914,True
image_06095.jpg,14,0.12169,0.11754,0.00415,True
image_06096.jpg,14,0.11462,0.1188,-0.00417,False
image_06347.jpg,15,0.14291,0.13711,0.00579,True
image_06348.jpg,15,0.1415,0.14991,-0.0084,False
image_06349.jpg,15,0.13013,0.14692,-0.01679,False
image_06350.jpg,15,0.13061,0.13493,-0.00432,False
image_06352.jpg,15,0.14044,0.13654,0.00391,True
image_06355.jpg,15,0.14249,0.14062,0.00187,True
image_06356.jpg,15,0.14257,0.11704,0.02553,True
image_06357.jpg,15,0.14668,0.14973,-0.00305,False
image_06359.jpg,15,0.15465,0.15148,0.00317,True
image_06361.jpg,15,0.15069,0.14652,0.00417,True
image_06362.jpg,15,0.16097,0.15678,0.0042,True
image_06363.jpg,15,0.14305,0.13351,0.00954,True
image_06364.jpg,15,0.13846,0.13893,-0.00047,False
image_06365.jpg,15,0.13912,0.14624,-0.00712,False
image_06366.jpg,15,0.12843,0.14653,-0.0181,False
image_06367.jpg,15,0.14462,0.13549,0.00913,True
image_06368.jpg,15,0.15433,0.14849,0.00585,True
image_06370.jpg,15,0.13204,0.13201,3e-05,True
image_06371.jpg,15,0.14237,0.13604,0.00633,True
image_06372.jpg,15,0.13808,0.13759,0.00049,True
image_06373.jpg,15,0.14868,0.13957,0.00911,True
image_06375.jpg,15,0.12961,0.14733,-0.01772,False
image_06376.jpg,15,0.14102,0.15451,-0.01349,False
image_06377.jpg,15,0.12856,0.14346,-0.01491,False
image_06378.jpg,15,0.14575,0.1434,0.00234,True
image_06379.jpg,15,0.1296,0.14794,-0.01834,False
image_06380.jpg,15,0.13636,0.14507,-0.00871,False
image_06381.jpg,15,0.14482,0.14453,0.00029,True
image_06382.jpg,15,0.13323,0.14826,-0.01503,False
image_06383.jpg,15,0.16098,0.15295,0.00803,True
image_06384.jpg,15,0.14058,0.14346,-0.00288,False
image_06387.jpg,15,0.14284,0.15587,-0.01303,False
image_06388.jpg,15,0.13897,0.12756,0.01142,True
image_06390.jpg,15,0.15046,0.15175,-0.00129,False
image_06391.jpg,15,0.15557,0.14485,0.01072,True
image_06392.jpg,15,0.14297,0.14109,0.00188,True
image_06393.jpg,15,0.15371,0.15412,-0.00041,False
image_06394.jpg,15,0.1384,0.15172,-0.01332,False
image_06652.jpg,16,0.15187,0.08464,0.06723,True
image_06653.jpg,16,0.13979,0.13176,0.00803,True
image_06654.jpg,16,0.15197,0.14135,0.01062,True
image_06655.jpg,16,0.11091,0.11426,-0.00336,False
image_06656.jpg,16,0.15863,0.16816,-0.00953,False
image_06658.jpg,16,0.15454,0.14195,0.01259,True
image_06659.jpg,16,0.11708,0.11258,0.00451,True
image_06660.jpg,16,0.11922,0.12141,-0.00219,False
image_06661.jpg,16,0.16946,0.14171,0.02775,True
image_06662.jpg,16,0.12628,0.11735,0.00893,True
image_06663.jpg,16,0.15527,0.1516,0.00367,True
image_06664.jpg,16,0.14307,0.12977,0.0133,True
image_06665.jpg,16,0.15956,0.14551,0.01405,True
image_06666.jpg,16,0.14291,0.15939,-0.01647,False
image_06667.jpg,16,0.14529,0.12368,0.02161,True
image_06668.jpg,16,0.13068,0.14617,-0.01549,False
image_06669.jpg,16,0.12375,0.1362,-0.01245,False
image_06672.jpg,16,0.1173,0.12657,-0.00927,False
image_06674.jpg,16,0.14002,0.12849,0.01153,True
image_06675.jpg,16,0.14282,0.14519,-0.00237,False
image_06676.jpg,16,0.14898,0.12562,0.02336,True
image_06677.jpg,16,0.13603,0.10563,0.0304,True
image_06678.jpg,16,0.13818,0.12866,0.00952,True
image_06679.jpg,16,0.1445,0.11767,0.02683,True
image_06680.jpg,16,0.1657,0.14315,0.02255,True
image_06681.jpg,16,0.14692,0.14374,0.00318,True
image_06682.jpg,16,0.14794,0.12086,0.02708,True
image_06683.jpg,16,0.12569,0.13315,-0.00747,False
image_06684.jpg,16,0.15222,0.14564,0.00658,True
image_06685.jpg,16,0.14285,0.14002,0.00283,True
image_06686.jpg,16,0.14289,0.13371,0.00918,True
image_06687.jpg,16,0.1644,0.13986,0.02453,True
image_06688.jpg,16,0.13732,0.13608,0.00124,True
image_06689.jpg,16,0.13832,0.1211,0.01722,True
image_06690.jpg,16,0.15076,0.12477,0.02598,True
image_06692.jpg,16,0.16166,0.13653,0.02512,True
image_03828.jpg,17,0.11745,0.11815,-0.0007,False
image_03832.jpg,17,0.11754,0.11357,0.00397,True
image_03833.jpg,17,0.12165,0.10966,0.01199,True
image_03835.jpg,17,0.10902,0.11589,-0.00687,False
image_03836.jpg,17,0.14494,0.09032,0.05462,True
image_03838.jpg,17,0.13327,0.10303,0.03024,True
image_03840.jpg,17,0.12634,0.10313,0.02321,True
image_03841.jpg,17,0.12525,0.11383,0.01142,True
image_03844.jpg,17,0.12076,0.10635,0.01441,True
image_03845.jpg,17,0.12716,0.09358,0.03359,True
image_03847.jpg,17,0.11696,0.11618,0.00078,True
image_03848.jpg,17,0.12493,0.10938,0.01555,True
image_03849.jpg,17,0.13967,0.12714,0.01253,True
image_03850.jpg,17,0.13328,0.11188,0.0214,True
image_03852.jpg,17,0.12002,0.11261,0.00741,True
image_03853.jpg,17,0.13803,0.07707,0.06096,True
image_03857.jpg,17,0.1324,0.11894,0.01345,True
image_03858.jpg,17,0.15425,0.12111,0.03315,True
image_03859.jpg,17,0.13207,0.10679,0.02528,True
image_03860.jpg,17,0.13132,0.11171,0.01961,True
image_03862.jpg,17,0.13258,0.10653,0.02606,True
image_03863.jpg,17,0.13102,0.10878,0.02224,True
image_03865.jpg,17,0.11491,0.11623,-0.00133,False
image_03866.jpg,17,0.12313,0.10717,0.01597,True
image_03867.jpg,17,0.14473,0.10519,0.03955,True
image_03869.jpg,17,0.14534,0.11662,0.02871,True
image_03870.jpg,17,0.12323,0.09366,0.02957,True
image_03871.jpg,17,0.106,0.11122,-0.00522,False
image_03873.jpg,17,0.10495,0.09092,0.01403,True
image_03874.jpg,17,0.13394,0.10904,0.0249,True
image_03875.jpg,17,0.10505,0.0955,0.00955,True
image_03877.jpg,17,0.17941,0.10872,0.07069,True
image_03878.jpg,17,0.14145,0.1077,0.03375,True
image_03879.jpg,17,0.1335,0.11274,0.02076,True
image_03880.jpg,17,0.12235,0.11528,0.00708,True
image_03881.jpg,17,0.12076,0.10517,0.01559,True
image_03882.jpg,17,0.11795,0.09617,0.02178,True
image_03884.jpg,17,0.12215,0.10855,0.0136,True
image_03885.jpg,17,0.13666,0.11195,0.02471,True
image_03886.jpg,17,0.17143,0.11942,0.05201,True
image_03887.jpg,17,0.13021,0.10337,0.02684,True
image_03888.jpg,17,0.12883,0.1101,0.01873,True
image_03889.jpg,17,0.13019,0.10345,0.02674,True
image_03891.jpg,17,0.12945,0.09875,0.0307,True
image_03892.jpg,17,0.13617,0.10262,0.03355,True
image_03894.jpg,17,0.14356,0.10994,0.03362,True
image_03895.jpg,17,0.14689,0.1035,0.04339,True
image_03896.jpg,17,0.11203,0.10018,0.01185,True
image_03897.jpg,17,0.11993,0.1085,0.01143,True
image_03898.jpg,17,0.11952,0.11407,0.00544,True
image_03899.jpg,17,0.12529,0.11297,0.01232,True
image_03900.jpg,17,0.12885,0.1056,0.02324,True
image_03901.jpg,17,0.11954,0.10772,0.01182,True
image_03902.jpg,17,0.14283,0.10285,0.03998,True
image_03903.jpg,17,0.15447,0.10766,0.04681,True
image_03904.jpg,17,0.14013,0.10514,0.03498,True
image_03905.jpg,17,0.12999,0.11582,0.01417,True
image_03909.jpg,17,0.11487,0.11011,0.00476,True
image_03910.jpg,17,0.14253,0.10307,0.03946,True
image_03912.jpg,17,0.12203,0.09951,0.02253,True
image_04244.jpg,18,0.14162,0.12044,0.02118,True
image_04245.jpg,18,0.15697,0.14086,0.01611,True
image_04246.jpg,18,0.15329,0.11834,0.03494,True
image_04247.jpg,18,0.15915,0.12602,0.03313,True
image_04249.jpg,18,0.15815,0.12303,0.03512,True
image_04250.jpg,18,0.15415,0.12847,0.02568,True
image_04251.jpg,18,0.18305,0.13436,0.04869,True
image_04253.jpg,18,0.13524,0.1307,0.00454,True
image_04255.jpg,18,0.15692,0.11402,0.0429,True
image_04257.jpg,18,0.15326,0.12353,0.02973,True
image_04258.jpg,18,0.15223,0.11387,0.03836,True
image_04259.jpg,18,0.13748,0.12567,0.01181,True
image_04260.jpg,18,0.16316,0.118,0.04515,True
image_04262.jpg,18,0.1441,0.1011,0.043,True
image_04264.jpg,18,0.15671,0.10821,0.0485,True
image_04265.jpg,18,0.12427,0.10457,0.0197,True
image_04266.jpg,18,0.16434,0.10044,0.0639,True
image_04267.jpg,18,0.14229,0.10147,0.04082,True
image_04268.jpg,18,0.13088,0.11574,0.01514,True
image_04269.jpg,18,0.13296,0.1274,0.00556,True
image_04270.jpg,18,0.13373,0.11609,0.01764,True
image_04271.jpg,18,0.14578,0.11222,0.03356,True
image_04273.jpg,18,0.15207,0.11959,0.03248,True
image_04274.jpg,18,0.15394,0.11108,0.04286,True
image_04275.jpg,18,0.15515,0.11201,0.04313,True
image_04276.jpg,18,0.13984,0.09546,0.04438,True
image_04279.jpg,18,0.11814,0.09643,0.02171,True
image_04280.jpg,18,0.14458,0.12633,0.01825,True
image_04281.jpg,18,0.16288,0.11851,0.04437,True
image_04282.jpg,18,0.15839,0.13143,0.02696,True
image_04283.jpg,18,0.13253,0.10814,0.02439,True
image_04284.jpg,18,0.16768,0.11557,0.05212,True
image_04285.jpg,18,0.17235,0.12099,0.05136,True
image_04286.jpg,18,0.13398,0.12994,0.00403,True
image_04287.jpg,18,0.15746,0.11271,0.04475,True
image_04288.jpg,18,0.13623,0.10088,0.03535,True
image_04289.jpg,18,0.15368,0.11804,0.03564,True
image_04291.jpg,18,0.1683,0.11164,0.05666,True
image_04293.jpg,18,0.13194,0.10933,0.0226,True
image_04294.jpg,18,0.13965,0.1142,0.02545,True
image_04295.jpg,18,0.15413,0.13112,0.02301,True
image_04296.jpg,18,0.16513,0.13069,0.03444,True
image_04297.jpg,18,0.12327,0.11992,0.00335,True
image_04298.jpg,18,0.15481,0.09554,0.05927,True
image_04300.jpg,18,0.134,0.10977,0.02423,True
image_04301.jpg,18,0.144,0.11771,0.02629,True
image_04302.jpg,18,0.1783,0.12176,0.05654,True
image_04303.jpg,18,0.16276,0.11997,0.0428,True
image_04304.jpg,18,0.14377,0.11731,0.02646,True
image_04305.jpg,18,0.14665,0.1096,0.03704,True
image_04306.jpg,18,0.15504,0.12674,0.0283,True
image_04307.jpg,18,0.15714,0.10056,0.05658,True
image_04308.jpg,18,0.14575,0.10773,0.03802,True
image_04309.jpg,18,0.14797,0.11996,0.02801,True
image_04310.jpg,18,0.16853,0.13425,0.03428,True
image_04313.jpg,18,0.14537,0.12806,0.01731,True
image_04314.jpg,18,0.13834,0.10559,0.03275,True
image_04316.jpg,18,0.15331,0.11783,0.03548,True
image_04318.jpg,18,0.16247,0.11024,0.05223,True
image_04319.jpg,18,0.1959,0.13138,0.06452,True
image_04320.jpg,18,0.12765,0.10532,0.02233,True
image_04321.jpg,18,0.13363,0.10901,0.02462,True
image_04323.jpg,18,0.13646,0.11215,0.02431,True
image_04324.jpg,18,0.12888,0.1159,0.01298,True
image_04325.jpg,18,0.14399,0.11019,0.03381,True
image_06149.jpg,19,0.14505,0.15196,-0.00691,False
image_06150.jpg,19,0.14071,0.12719,0.01353,True
image_06151.jpg,19,0.16344,0.14676,0.01667,True
image_06152.jpg,19,0.16967,0.132,0.03767,True
image_06153.jpg,19,0.11842,0.11432,0.0041,True
image_06154.jpg,19,0.16559,0.15978,0.00581,True
image_06156.jpg,19,0.11626,0.16046,-0.0442,False
image_06157.jpg,19,0.14482,0.14227,0.00255,True
image_06160.jpg,19,0.16668,0.13963,0.02705,True
image_06161.jpg,19,0.14608,0.13677,0.0093,True
image_06162.jpg,19,0.13916,0.11369,0.02546,True
image_06163.jpg,19,0.15186,0.14246,0.0094,True
image_06164.jpg,19,0.19448,0.11649,0.078,True
image_06166.jpg,19,0.12506,0.12092,0.00414,True
image_06167.jpg,19,0.18603,0.13074,0.05529,True
image_06168.jpg,19,0.15855,0.14953,0.00902,True
image_06169.jpg,19,0.14931,0.13461,0.0147,True
image_06171.jpg,19,0.14572,0.10889,0.03683,True
image_06172.jpg,19,0.16177,0.14023,0.02154,True
image_06173.jpg,19,0.11618,0.11933,-0.00315,False
image_06174.jpg,19,0.12109,0.11065,0.01044,True
image_06176.jpg,19,0.1349,0.12354,0.01135,True
image_06177.jpg,19,0.17367,0.14227,0.0314,True
image_06178.jpg,19,0.14088,0.1195,0.02138,True
image_06179.jpg,19,0.16203,0.15069,0.01134,True
image_06180.jpg,19,0.15565,0.14409,0.01157,True
image_06181.jpg,19,0.14983,0.14199,0.00784,True
image_06182.jpg,19,0.16599,0.15761,0.00838,True
image_06183.jpg,19,0.18353,0.1359,0.04763,True
image_06184.jpg,19,0.13593,0.11184,0.02408,True
image_06185.jpg,19,0.14456,0.13533,0.00923,True
image_06188.jpg,19,0.15968,0.13687,0.02281,True
image_06189.jpg,19,0.14426,0.1327,0.01156,True
image_06190.jpg,19,0.12604,0.12842,-0.00238,False
image_06191.jpg,19,0.15407,0.13271,0.02136,True
image_06192.jpg,19,0.17532,0.13288,0.04244,True
image_06193.jpg,19,0.15023,0.13657,0.01365,True
image_06194.jpg,19,0.1001,0.12278,-0.02268,False
image_04897.jpg,20,0.1337,0.09673,0.03698,True
image_04898.jpg,20,0.14095,0.12458,0.01637,True
image_04899.jpg,20,0.13172,0.13134,0.00038,True
image_04900.jpg,20,0.1107,0.10195,0.00875,True
image_04901.jpg,20,0.15475,0.10603,0.04872,True
image_04902.jpg,20,0.13134,0.12709,0.00425,True
image_04904.jpg,20,0.12014,0.10668,0.01346,True
image_04905.jpg,20,0.14047,0.12664,0.01384,True
image_04906.jpg,20,0.14023,0.11337,0.02685,True
image_04907.jpg,20,0.1363,0.12139,0.0149,True
image_04908.jpg,20,0.14589,0.11132,0.03457,True
image_04909.jpg,20,0.14348,0.13152,0.01196,True
image_04911.jpg,20,0.13917,0.12302,0.01615,True
image_04914.jpg,20,0.13734,0.10401,0.03333,True
image_04915.jpg,20,0.12717,0.12172,0.00545,True
image_04916.jpg,20,0.13497,0.09494,0.04002,True
image_04917.jpg,20,0.13314,0.11908,0.01405,True
image_04919.jpg,20,0.12772,0.11721,0.0105,True
image_04921.jpg,20,0.13975,0.10557,0.03418,True
image_04922.jpg,20,0.13188,0.12774,0.00414,True
image_04923.jpg,20,0.15265,0.12491,0.02773,True
image_04924.jpg,20,0.12647,0.13554,-0.00907,False
image_04925.jpg,20,0.16236,0.11909,0.04327,True
image_04926.jpg,20,0.12822,0.14562,-0.0174,False
image_04928.jpg,20,0.13262,0.13486,-0.00224,False
image_04929.jpg,20,0.14697,0.12367,0.0233,True
image_04930.jpg,20,0.15154,0.14393,0.00761,True
image_04931.jpg,20,0.12864,0.12414,0.0045,True
image_04932.jpg,20,0.15262,0.12193,0.03069,True
image_04933.jpg,20,0.13535,0.10391,0.03144,True
image_04934.jpg,20,0.12372,0.10517,0.01855,True
image_04935.jpg,20,0.14527,0.12804,0.01724,True
image_04936.jpg,20,0.12567,0.12247,0.0032,True
image_04937.jpg,20,0.15601,0.12697,0.02904,True
image_04939.jpg,20,0.1645,0.12948,0.03501,True
image_04941.jpg,20,0.15203,0.12829,0.02374,True
image_04943.jpg,20,0.10719,0.09944,0.00774,True
image_04944.jpg,20,0.14232,0.1464,-0.00409,False
image_04945.jpg,20,0.13314,0.13651,-0.00337,False
image_04946.jpg,20,0.12101,0.09657,0.02443,True
image_04947.jpg,20,0.14274,0.11325,0.02949,True
image_04948.jpg,20,0.15527,0.13645,0.01882,True
image_04949.jpg,20,0.13583,0.09189,0.04395,True
image_04950.jpg,20,0.13158,0.11748,0.0141,True
image_04951.jpg,20,0.1538,0.12182,0.03197,True
image_04952.jpg,20,0.16155,0.11474,0.04681,True
image_06774.jpg,21,0.14764,0.12819,0.01946,True
image_06775.jpg,21,0.14252,0.17275,-0.03023,False
image_06776.jpg,21,0.11106,0.17876,-0.0677,False
image_06777.jpg,21,0.14047,0.16214,-0.02168,False
image_06779.jpg,21,0.1484,0.15497,-0.00657,False
image_06780.jpg,21,0.12121,0.1512,-0.02999,False
image_06781.jpg,21,0.0866,0.12935,-0.04275,False
image_06782.jpg,21,0.17204,0.12909,0.04295,True
image_06783.jpg,21,0.15169,0.14697,0.00472,True
image_06785.jpg,21,0.1659,0.16062,0.00528,True
image_06786.jpg,21,0.15824,0.14459,0.01364,True
image_06787.jpg,21,0.11568,0.12373,-0.00805,False
image_06789.jpg,21,0.11605,0.1478,-0.03175,False
image_06790.jpg,21,0.15131,0.17151,-0.02019,False
image_06791.jpg,21,0.12,0.14189,-0.02189,False
image_06792.jpg,21,0.13679,0.13857,-0.00178,False
image_06793.jpg,21,0.15342,0.13706,0.01636,True
image_06794.jpg,21,0.17805,0.16567,0.01238,True
image_06795.jpg,21,0.11316,0.1602,-0.04704,False
image_06796.jpg,21,0.14831,0.15287,-0.00456,False
image_06797.jpg,21,0.09276,0.16658,-0.07382,False
image_06798.jpg,21,0.13381,0.14775,-0.01395,False
image_06799.jpg,21,0.11862,0.15859,-0.03997,False
image_06800.jpg,21,0.17439,0.13677,0.03763,True
image_06801.jpg,21,0.12769,0.13624,-0.00855,False
image_06802.jpg,21,0.13929,0.15045,-0.01116,False
image_06803.jpg,21,0.10484,0.1239,-0.01906,False
image_06806.jpg,21,0.1323,0.13016,0.00214,True
image_06808.jpg,21,0.14331,0.14742,-0.00411,False
image_06809.jpg,21,0.12282,0.14957,-0.02675,False
image_06810.jpg,21,0.13809,0.14137,-0.00328,False
image_06811.jpg,21,0.17016,0.15546,0.01469,True
image_06812.jpg,21,0.12834,0.14367,-0.01534,False
image_06813.jpg,21,0.09025,0.11705,-0.02679,False
image_05340.jpg,22,0.14334,0.1247,0.01864,True
image_05341.jpg,22,0.16104,0.1308,0.03024,True
image_05342.jpg,22,0.15688,0.1318,0.02508,True
image_05343.jpg,22,0.14104,0.12035,0.0207,True
image_05344.jpg,22,0.16258,0.11922,0.04336,True
image_05345.jpg,22,0.10256,0.12021,-0.01765,False
image_05346.jpg,22,0.16332,0.12655,0.03678,True
image_05347.jpg,22,0.12609,0.13738,-0.01129,False
image_05348.jpg,22,0.15885,0.10477,0.05409,True
image_05349.jpg,22,0.16454,0.12117,0.04337,True
image_05350.jpg,22,0.12152,0.10899,0.01253,True
image_05351.jpg,22,0.17364,0.13755,0.03609,True
image_05353.jpg,22,0.13717,0.13017,0.007,True
image_05354.jpg,22,0.08727,0.07525,0.01202,True
image_05355.jpg,22,0.17807,0.12904,0.04902,True
image_05356.jpg,22,0.15869,0.11975,0.03894,True
image_05357.jpg,22,0.15838,0.13752,0.02085,True
